Order_ID,Date,Time,Month,Day,Customer_ID,Customer_Type,Gender,Age,Table_No,Waiter,Category,Item,Quantity,Unit_Price,Sales,Discount,Tax,Total_Bill,Payment_Method,Order_Type,Rating,Profit
ORD00437,17-04-2025,08:30:06,April,Thursday,CUST8772,Returning,Male,28,2,James,Desserts,Ice Cream,2,4.99,9.98,0.17,1.96,11.77,Apple Pay,Takeaway,3,2.67
ORD00438,11-08-2025,21:52:11,August,Monday,CUST1709,New,Male,52,6,Daniel,Desserts,Brownie,5,5.99,29.95,3.62,5.27,31.6,Cash,Takeaway,5,9.58
ORD00439,01-03-2025,11:49:48,March,Saturday,CUST4256,Returning,Male,25,11,Emma,Starters,Garlic Bread,4,4.99,19.96,1.77,3.64,21.83,Cash,Dine-in,5,5.44
ORD00440,31-07-2025,14:23:27,July,Thursday,CUST1890,Returning,Male,31,20,Emily,Main Course,Pasta,2,13.49,26.98,0.3,5.34,32.02,Card,Takeaway,4,9.01
ORD00441,11-03-2025,15:24:13,March,Tuesday,CUST3084,New,Male,35,5,Sophia,Drinks,Coffee,3,3.99,11.97,1.75,2.04,12.26,Google Pay,Takeaway,4,2.86
ORD00442,29-03-2025,15:43:49,March,Saturday,CUST3784,New,Male,44,17,Emily,Desserts,Ice Cream,3,4.99,14.97,1.36,2.72,16.33,Card,Delivery,4,5.01
ORD00443,25-08-2025,21:01:50,August,Monday,CUST6362,Returning,Male,55,5,James,Desserts,Ice Cream,4,4.99,19.96,2.2,3.55,21.31,Google Pay,Dine-in,3,5.1
ORD00444,29-08-2025,13:18:28,August,Friday,CUST2605,Returning,Female,33,3,James,Starters,Soup,5,5.99,29.95,1.77,5.64,33.82,Google Pay,Dine-in,3,10.47
ORD00445,03-07-2025,21:12:39,July,Thursday,CUST3650,Returning,Male,47,15,Daniel,Desserts,Ice Cream,1,4.99,4.99,0.01,1,5.98,Google Pay,Dine-in,4,1.74
ORD00446,17-11-2025,00:20:45,November,Monday,CUST9698,New,Female,45,9,Emma,Drinks,Coke,1,2.99,2.99,0.17,0.56,3.38,Cash,Delivery,4,1
ORD00447,29-01-2025,07:54:52,January,Wednesday,CUST1669,Returning,Female,29,18,Sophia,Desserts,Ice Cream,1,4.99,4.99,0.29,0.94,5.64,Online,Delivery,3,1.5
ORD00448,12-03-2025,23:55:24,March,Wednesday,CUST4437,New,Female,40,9,David,Desserts,Ice Cream,5,4.99,24.95,0.42,4.91,29.44,Apple Pay,Dine-in,3,7.89
ORD00449,10-07-2025,00:40:16,July,Thursday,CUST8703,Returning,Female,57,12,Sophia,Desserts,Brownie,4,5.99,23.96,1.8,4.43,26.59,Card,Takeaway,3,8.3
ORD00450,11-02-2025,06:58:54,February,Tuesday,CUST3699,Returning,Male,62,5,Emily,Drinks,Coffee,3,3.99,11.97,1.72,2.05,12.3,Card,Dine-in,5,2.68
ORD00451,18-11-2025,01:33:20,November,Tuesday,CUST3163,Returning,Female,44,15,James,Starters,Chicken Wings,4,8.99,35.96,5.23,6.15,36.88,Apple Pay,Dine-in,3,10.18
ORD00452,12-01-2025,04:51:40,January,Sunday,CUST6346,Returning,Female,47,10,Daniel,Main Course,Burger,4,11.99,47.96,4.16,8.76,52.56,Apple Pay,Dine-in,4,15.26
ORD00453,27-04-2025,10:18:47,April,Sunday,CUST6785,Returning,Female,28,20,Daniel,Drinks,Tea,3,2.49,7.47,0.86,1.32,7.93,Online,Takeaway,3,1.7
ORD00454,31-03-2025,12:47:14,March,Monday,CUST3072,Returning,Female,41,6,Emma,Main Course,Butter Chicken,2,15.99,31.98,0.56,6.28,37.7,Online,Delivery,3,12.54
ORD00455,07-12-2025,17:11:37,December,Sunday,CUST3663,Returning,Male,19,13,Emily,Desserts,Brownie,2,5.99,11.98,0.67,2.26,13.57,Card,Takeaway,4,3.74
ORD00456,21-03-2025,20:46:46,March,Friday,CUST3409,Returning,Female,62,4,Emily,Starters,Chicken Wings,3,8.99,26.97,1.92,5.01,30.06,Cash,Dine-in,5,7.35
ORD00457,10-10-2025,05:19:40,October,Friday,CUST8306,Returning,Male,38,2,Emma,Starters,Chicken Wings,1,8.99,8.99,0.54,1.69,10.14,Online,Delivery,3,3.18
ORD00458,23-05-2025,16:49:41,May,Friday,CUST2431,Returning,Male,49,11,James,Main Course,Chicken Biryani,1,14.99,14.99,1.21,2.76,16.54,Apple Pay,Takeaway,3,4.37
ORD00459,07-08-2025,14:23:37,August,Thursday,CUST6047,Returning,Male,31,15,David,Desserts,Brownie,3,5.99,17.97,0.03,3.59,21.53,Google Pay,Takeaway,3,5.41
ORD00460,06-08-2025,19:36:05,August,Wednesday,CUST5968,Returning,Female,22,19,David,Drinks,Coffee,5,3.99,19.95,1.79,3.63,21.79,Cash,Dine-in,4,4.93
ORD00461,24-11-2025,11:51:38,November,Monday,CUST3243,New,Male,42,10,Emily,Desserts,Brownie,2,5.99,11.98,1,2.2,13.18,Cash,Takeaway,5,3.91
ORD00462,05-06-2025,23:20:13,June,Thursday,CUST5303,Returning,Female,25,10,David,Drinks,Fresh Juice,2,4.49,8.98,0.04,1.79,10.73,Card,Takeaway,5,2.24
ORD00463,27-11-2025,04:05:21,November,Thursday,CUST2093,Returning,Female,54,14,Michael,Main Course,Chicken Biryani,1,14.99,14.99,1.72,2.65,15.92,Google Pay,Delivery,3,4.3
ORD00464,11-07-2025,20:04:11,July,Friday,CUST8553,New,Female,28,2,Michael,Starters,Chicken Wings,2,8.99,17.98,1.57,3.28,19.69,Apple Pay,Takeaway,5,4.46
ORD00465,02-07-2025,11:24:27,July,Wednesday,CUST9419,New,Male,24,20,Daniel,Starters,Chicken Wings,3,8.99,26.97,2.14,4.97,29.8,Online,Takeaway,4,9.69
ORD00466,17-12-2025,00:12:43,December,Wednesday,CUST3354,New,Male,51,10,Olivia,Desserts,Brownie,3,5.99,17.97,0.26,3.54,21.25,Google Pay,Takeaway,4,5.97
ORD00467,25-03-2025,08:55:43,March,Tuesday,CUST9612,New,Female,47,3,Sophia,Starters,Garlic Bread,2,4.99,9.98,0.75,1.85,11.08,Card,Dine-in,4,3.46
ORD00468,28-06-2025,12:03:39,June,Saturday,CUST9570,Returning,Male,63,10,James,Desserts,Cheesecake,3,6.99,20.97,0.44,4.11,24.64,Cash,Dine-in,3,6.49
ORD00469,22-12-2025,08:27:01,December,Monday,CUST2287,Returning,Male,22,1,Emily,Main Course,Paneer Butter Masala,3,13.99,41.97,0.79,8.24,49.42,Google Pay,Dine-in,3,11.1
ORD00470,25-02-2025,03:26:17,February,Tuesday,CUST2085,Returning,Male,24,4,Emma,Starters,Spring Rolls,4,6.99,27.96,0.5,5.49,32.95,Online,Dine-in,3,7.91
ORD00471,10-12-2025,04:27:22,December,Wednesday,CUST5544,Returning,Female,28,17,Emma,Desserts,Ice Cream,1,4.99,4.99,0.11,0.98,5.86,Online,Delivery,3,1.77
ORD00472,20-02-2025,23:32:50,February,Thursday,CUST9800,New,Male,31,17,Emily,Starters,Garlic Bread,2,4.99,9.98,1.44,1.71,10.25,Apple Pay,Delivery,5,2.36
ORD00473,05-04-2025,08:06:00,April,Saturday,CUST7948,New,Male,44,4,Olivia,Drinks,Coke,2,2.99,5.98,0.75,1.05,6.28,Cash,Takeaway,3,2.08
ORD00474,24-09-2025,01:10:12,September,Wednesday,CUST1665,New,Female,49,4,David,Main Course,Fish & Chips,3,17.99,53.97,5.71,9.65,57.91,Apple Pay,Takeaway,5,16.1
ORD00475,09-06-2025,17:09:32,June,Monday,CUST8011,New,Male,48,12,Daniel,Drinks,Coffee,5,3.99,19.95,1.22,3.75,22.48,Cash,Delivery,4,7.45
ORD00476,11-12-2025,06:41:47,December,Thursday,CUST2953,New,Female,43,19,Sophia,Starters,Soup,4,5.99,23.96,1.88,4.42,26.5,Card,Dine-in,4,7.76
ORD00477,12-04-2025,04:06:51,April,Saturday,CUST4815,Returning,Female,35,19,Michael,Desserts,Ice Cream,5,4.99,24.95,3.16,4.36,26.15,Google Pay,Takeaway,4,6.77
ORD00478,08-12-2025,17:29:09,December,Monday,CUST2770,New,Female,49,16,Emma,Drinks,Fresh Juice,5,4.49,22.45,0.94,4.3,25.81,Card,Dine-in,3,7.86
ORD00479,28-01-2025,08:13:40,January,Tuesday,CUST6356,New,Female,57,20,Sophia,Starters,Soup,1,5.99,5.99,0.87,1.02,6.14,Cash,Delivery,5,1.57
ORD00480,10-09-2025,23:43:56,September,Wednesday,CUST5287,Returning,Male,20,14,Sophia,Drinks,Coffee,3,3.99,11.97,1.19,2.16,12.94,Google Pay,Takeaway,4,3.49
ORD00481,12-07-2025,06:06:00,July,Saturday,CUST5965,New,Female,45,5,Michael,Drinks,Fresh Juice,1,4.49,4.49,0.02,0.89,5.36,Google Pay,Takeaway,3,1.49
ORD00482,19-10-2025,19:34:09,October,Sunday,CUST1913,Returning,Female,49,19,David,Drinks,Fresh Juice,4,4.49,17.96,1.51,3.29,19.74,Online,Delivery,4,4.5
ORD00483,26-05-2025,00:51:49,May,Monday,CUST7003,Returning,Male,58,11,David,Desserts,Ice Cream,1,4.99,4.99,0.44,0.91,5.46,Cash,Takeaway,4,1.22
ORD00484,02-07-2025,00:59:45,July,Wednesday,CUST6113,New,Male,37,4,Olivia,Drinks,Tea,1,2.49,2.49,0.25,0.45,2.69,Card,Dine-in,5,0.64
ORD00485,16-06-2025,12:52:10,June,Monday,CUST5368,New,Female,55,1,Olivia,Starters,Soup,4,5.99,23.96,2.04,4.38,26.3,Google Pay,Delivery,4,8.44
ORD00486,15-06-2025,18:50:25,June,Sunday,CUST9138,Returning,Male,57,10,Olivia,Starters,Soup,1,5.99,5.99,0.62,1.07,6.44,Google Pay,Dine-in,4,1.51
ORD00487,22-11-2025,06:05:06,November,Saturday,CUST7586,New,Male,63,19,Sophia,Starters,Garlic Bread,3,4.99,14.97,0.6,2.87,17.24,Online,Takeaway,4,4.23
ORD00488,04-02-2025,05:35:01,February,Tuesday,CUST5945,Returning,Female,60,18,Olivia,Drinks,Fresh Juice,2,4.49,8.98,0.47,1.7,10.21,Card,Takeaway,4,2.23
ORD00489,09-05-2025,21:49:01,May,Friday,CUST4056,Returning,Male,60,15,Michael,Drinks,Coffee,1,3.99,3.99,0.38,0.72,4.33,Online,Delivery,4,1.18
ORD00490,17-10-2025,21:12:22,October,Friday,CUST5919,Returning,Female,38,3,Emma,Starters,Garlic Bread,3,4.99,14.97,1.04,2.79,16.72,Google Pay,Takeaway,4,3.98
ORD00491,27-11-2025,18:58:26,November,Thursday,CUST3456,New,Male,33,10,Emily,Main Course,Pizza,5,16.99,84.95,3.01,16.39,98.33,Google Pay,Delivery,4,23.42
ORD00492,05-08-2025,21:38:50,August,Tuesday,CUST5551,New,Male,64,16,James,Starters,Garlic Bread,2,4.99,9.98,0.41,1.91,11.48,Cash,Dine-in,4,2.43
ORD00493,05-11-2025,10:39:28,November,Wednesday,CUST2479,Returning,Male,33,4,Sophia,Desserts,Ice Cream,4,4.99,19.96,2.68,3.46,20.74,Online,Delivery,5,6.06
ORD00494,26-09-2025,22:15:22,September,Friday,CUST6134,Returning,Female,65,8,David,Desserts,Brownie,1,5.99,5.99,0.21,1.16,6.94,Card,Dine-in,3,1.55
ORD00495,31-03-2025,08:12:59,March,Monday,CUST1916,Returning,Female,62,4,Olivia,Main Course,Pizza,4,16.99,67.96,4.16,12.76,76.56,Online,Takeaway,4,24.21
ORD00496,16-12-2025,17:27:01,December,Tuesday,CUST6049,New,Male,65,2,Emma,Main Course,Pizza,2,16.99,33.98,1.85,6.43,38.56,Apple Pay,Delivery,4,11.48
ORD00497,08-06-2025,03:07:51,June,Sunday,CUST8248,Returning,Male,43,9,Michael,Desserts,Cheesecake,1,6.99,6.99,0.56,1.29,7.72,Cash,Dine-in,4,1.84
ORD00498,18-04-2025,02:53:24,April,Friday,CUST7656,New,Female,23,16,Emily,Main Course,Fish & Chips,3,17.99,53.97,7.12,9.37,56.22,Google Pay,Takeaway,5,17.1
ORD00499,05-08-2025,10:28:55,August,Tuesday,CUST9973,Returning,Female,62,1,James,Starters,Garlic Bread,3,4.99,14.97,1.14,2.77,16.6,Card,Delivery,4,4.19
ORD00500,25-11-2025,21:09:00,November,Tuesday,CUST2347,New,Male,33,17,Daniel,Main Course,Chicken Biryani,4,14.99,59.96,1.8,11.63,69.79,Online,Delivery,4,17.21
ORD00501,13-06-2025,01:40:24,June,Friday,CUST6367,Returning,Male,23,14,Olivia,Drinks,Fresh Juice,2,4.49,8.98,0.35,1.73,10.36,Card,Takeaway,4,3.05
ORD00502,20-10-2025,23:03:20,October,Monday,CUST4747,New,Female,30,9,Daniel,Main Course,Chicken Biryani,1,14.99,14.99,2.08,2.58,15.49,Cash,Takeaway,5,4.48
ORD00503,08-08-2025,19:45:31,August,Friday,CUST2922,New,Female,47,16,Sophia,Desserts,Ice Cream,1,4.99,4.99,0.72,0.85,5.12,Card,Delivery,3,1.18
ORD00504,08-04-2025,22:50:38,April,Tuesday,CUST4385,New,Female,64,7,David,Desserts,Brownie,4,5.99,23.96,1.37,4.52,27.11,Card,Takeaway,3,7.11
ORD00505,15-01-2025,16:08:51,January,Wednesday,CUST7056,Returning,Male,18,16,Daniel,Desserts,Brownie,2,5.99,11.98,1.11,2.17,13.04,Apple Pay,Delivery,4,4.2
ORD00506,18-12-2025,09:51:43,December,Thursday,CUST2561,New,Male,39,8,Emily,Main Course,Pasta,4,13.49,53.96,5.96,9.6,57.6,Apple Pay,Delivery,5,13.84
ORD00507,03-11-2025,11:54:23,November,Monday,CUST7466,Returning,Male,53,2,Daniel,Starters,Spring Rolls,3,6.99,20.97,1.59,3.88,23.26,Apple Pay,Dine-in,5,5.95
ORD00508,10-09-2025,07:50:38,September,Wednesday,CUST8093,New,Female,25,11,James,Desserts,Brownie,2,5.99,11.98,0.16,2.36,14.18,Card,Takeaway,4,4.21
ORD00509,04-07-2025,03:43:25,July,Friday,CUST5321,Returning,Female,28,11,Emily,Drinks,Tea,3,2.49,7.47,0.69,1.36,8.14,Card,Delivery,5,2.47
ORD00510,22-11-2025,06:49:50,November,Saturday,CUST1587,Returning,Female,28,15,David,Drinks,Coke,2,2.99,5.98,0.13,1.17,7.02,Cash,Takeaway,3,1.66
ORD00511,15-08-2025,20:30:18,August,Friday,CUST3425,New,Female,23,7,Michael,Desserts,Cheesecake,5,6.99,34.95,2.54,6.48,38.89,Card,Dine-in,5,10.5
ORD00512,18-09-2025,12:51:42,September,Thursday,CUST1067,New,Female,22,8,Emily,Desserts,Cheesecake,5,6.99,34.95,1.11,6.77,40.61,Cash,Takeaway,3,13.53
ORD00513,26-05-2025,09:58:47,May,Monday,CUST6300,New,Male,23,15,Emily,Starters,Soup,3,5.99,17.97,1.59,3.28,19.66,Google Pay,Delivery,4,6.43
ORD00514,01-11-2025,18:41:31,November,Saturday,CUST6323,New,Male,21,10,Olivia,Starters,Chicken Wings,1,8.99,8.99,0.88,1.62,9.73,Cash,Delivery,3,3.18
ORD00515,08-10-2025,02:57:04,October,Wednesday,CUST7535,New,Male,31,6,David,Drinks,Coke,4,2.99,11.96,0.46,2.3,13.8,Google Pay,Takeaway,5,3.29
ORD00516,01-12-2025,21:50:15,December,Monday,CUST6080,New,Female,60,4,Olivia,Main Course,Veg Biryani,3,12.99,38.97,2.87,7.22,43.32,Online,Dine-in,4,11.37
ORD00517,17-08-2025,17:29:16,August,Sunday,CUST7922,Returning,Male,45,14,Sophia,Drinks,Fresh Juice,3,4.49,13.47,1.14,2.47,14.8,Cash,Delivery,4,3.86
ORD00518,26-08-2025,18:23:54,August,Tuesday,CUST2375,Returning,Female,45,3,Emily,Main Course,Butter Chicken,4,15.99,63.96,5.06,11.78,70.68,Apple Pay,Dine-in,3,20.44
ORD00519,17-12-2025,10:36:17,December,Wednesday,CUST2253,New,Male,50,14,David,Desserts,Ice Cream,5,4.99,24.95,1.6,4.67,28.02,Cash,Takeaway,5,7.83
ORD00520,19-10-2025,23:30:23,October,Sunday,CUST1266,New,Female,29,6,David,Desserts,Brownie,3,5.99,17.97,1.58,3.28,19.67,Cash,Dine-in,4,5.99
ORD00521,27-12-2025,20:23:47,December,Saturday,CUST8371,Returning,Female,29,7,Daniel,Desserts,Brownie,5,5.99,29.95,3.25,5.34,32.04,Cash,Delivery,5,9.71
ORD00522,13-05-2025,10:35:03,May,Tuesday,CUST1217,New,Female,47,13,Emily,Starters,Soup,5,5.99,29.95,0.08,5.97,35.84,Apple Pay,Delivery,5,9.24
ORD00523,04-07-2025,15:44:27,July,Friday,CUST2833,New,Male,19,7,Emily,Drinks,Tea,1,2.49,2.49,0.05,0.49,2.93,Card,Delivery,3,0.62
ORD00524,12-08-2025,00:56:30,August,Tuesday,CUST7912,New,Male,28,5,Emily,Main Course,Veg Biryani,3,12.99,38.97,4.5,6.89,41.36,Google Pay,Takeaway,3,9.38
ORD00525,19-08-2025,06:38:13,August,Tuesday,CUST1834,Returning,Male,24,14,David,Main Course,Paneer Butter Masala,3,13.99,41.97,3.58,7.68,46.07,Google Pay,Delivery,5,14.4
ORD00526,02-11-2025,12:41:16,November,Sunday,CUST8993,New,Male,51,1,David,Desserts,Ice Cream,4,4.99,19.96,1.2,3.75,22.51,Online,Takeaway,5,6.13
ORD00527,02-02-2025,10:51:24,February,Sunday,CUST6681,Returning,Female,19,6,Michael,Desserts,Cheesecake,4,6.99,27.96,3.73,4.85,29.08,Card,Takeaway,4,6.48
ORD00528,13-08-2025,03:20:47,August,Wednesday,CUST8675,New,Female,64,13,David,Main Course,Paneer Butter Masala,5,13.99,69.95,9.54,12.08,72.49,Apple Pay,Takeaway,3,18.18
ORD00529,15-11-2025,19:11:31,November,Saturday,CUST4268,New,Female,24,14,Emily,Main Course,Pizza,1,16.99,16.99,1.7,3.06,18.35,Apple Pay,Dine-in,3,4.12
ORD00530,13-10-2025,17:41:10,October,Monday,CUST3598,New,Male,22,11,David,Starters,Spring Rolls,3,6.99,20.97,2.77,3.64,21.84,Cash,Delivery,3,5.52
ORD00531,03-03-2025,12:04:18,March,Monday,CUST1764,Returning,Male,62,17,Sophia,Main Course,Fish & Chips,3,17.99,53.97,8.04,9.19,55.12,Cash,Takeaway,4,16.89
ORD00532,26-02-2025,00:18:49,February,Wednesday,CUST2934,New,Female,28,10,Emily,Starters,Spring Rolls,5,6.99,34.95,0.22,6.95,41.68,Online,Takeaway,5,9.23
ORD00533,20-02-2025,15:33:48,February,Thursday,CUST4307,Returning,Female,18,8,Emily,Main Course,Burger,3,11.99,35.97,4.42,6.31,37.86,Apple Pay,Takeaway,5,8.47
ORD00534,29-03-2025,10:54:47,March,Saturday,CUST5021,New,Female,32,5,David,Starters,Chicken Wings,3,8.99,26.97,2.89,4.82,28.9,Google Pay,Takeaway,4,7.52
ORD00535,22-09-2025,15:39:28,September,Monday,CUST9476,New,Male,39,11,David,Desserts,Ice Cream,4,4.99,19.96,0.44,3.9,23.42,Card,Takeaway,3,4.91
ORD00536,21-07-2025,16:53:18,July,Monday,CUST9516,Returning,Female,43,18,Michael,Starters,Garlic Bread,5,4.99,24.95,0.22,4.95,29.68,Apple Pay,Takeaway,3,8.53
ORD00537,24-05-2025,21:01:35,May,Saturday,CUST8244,Returning,Female,30,10,Sophia,Main Course,Pasta,4,13.49,53.96,5.21,9.75,58.5,Cash,Delivery,4,18.68
ORD00538,19-07-2025,19:51:52,July,Saturday,CUST9541,Returning,Male,19,1,Michael,Main Course,Pizza,2,16.99,33.98,0.47,6.7,40.21,Card,Takeaway,5,11.15
ORD00539,05-08-2025,22:31:32,August,Tuesday,CUST3028,New,Male,46,10,James,Starters,Spring Rolls,3,6.99,20.97,0.82,4.03,24.18,Google Pay,Takeaway,3,6.57
ORD00540,25-10-2025,18:36:45,October,Saturday,CUST3293,Returning,Male,24,11,Emma,Main Course,Burger,3,11.99,35.97,1.54,6.89,41.32,Apple Pay,Takeaway,3,12.66
ORD00541,17-03-2025,20:35:29,March,Monday,CUST3130,Returning,Male,46,3,Olivia,Drinks,Fresh Juice,1,4.49,4.49,0.06,0.89,5.32,Online,Takeaway,5,1.39
ORD00542,14-10-2025,17:29:22,October,Tuesday,CUST8210,Returning,Female,28,5,Daniel,Drinks,Tea,5,2.49,12.45,0.93,2.3,13.82,Google Pay,Delivery,4,3.61
ORD00543,08-03-2025,05:07:05,March,Saturday,CUST7051,New,Female,25,4,Olivia,Starters,Garlic Bread,4,4.99,19.96,1.42,3.71,22.25,Online,Takeaway,3,6.71
ORD00544,25-09-2025,16:26:52,September,Thursday,CUST5816,Returning,Male,27,5,David,Main Course,Veg Biryani,3,12.99,38.97,1.78,7.44,44.63,Cash,Takeaway,4,11.39
ORD00545,21-04-2025,19:55:27,April,Monday,CUST1732,Returning,Female,54,10,Emily,Main Course,Fish & Chips,1,17.99,17.99,0.33,3.53,21.19,Apple Pay,Takeaway,4,5.34
ORD00546,07-11-2025,04:52:39,November,Friday,CUST8357,New,Female,23,20,David,Main Course,Butter Chicken,5,15.99,79.95,7.63,14.46,86.78,Google Pay,Dine-in,4,26.34
ORD00547,23-06-2025,06:11:30,June,Monday,CUST1406,Returning,Male,59,18,Sophia,Starters,Soup,3,5.99,17.97,1.74,3.25,19.48,Card,Delivery,5,6.17
ORD00548,23-10-2025,21:42:42,October,Thursday,CUST9713,New,Male,35,7,Emma,Starters,Garlic Bread,4,4.99,19.96,1.5,3.69,22.15,Online,Takeaway,3,4.67
ORD00549,01-10-2025,12:13:20,October,Wednesday,CUST1381,Returning,Female,29,14,James,Desserts,Brownie,5,5.99,29.95,0.2,5.95,35.7,Online,Takeaway,4,11.28
ORD00550,12-05-2025,11:30:08,May,Monday,CUST3992,Returning,Male,27,10,David,Starters,Spring Rolls,1,6.99,6.99,0.57,1.28,7.7,Card,Dine-in,5,1.88
ORD00551,16-06-2025,02:36:48,June,Monday,CUST3334,Returning,Female,34,13,Sophia,Main Course,Chicken Biryani,1,14.99,14.99,0.67,2.86,17.18,Cash,Dine-in,3,3.79
ORD00552,02-11-2025,13:36:27,November,Sunday,CUST2885,Returning,Male,38,15,David,Main Course,Fish & Chips,5,17.99,89.95,10.15,15.96,95.76,Cash,Takeaway,3,24.56
ORD00553,28-07-2025,09:01:10,July,Monday,CUST2663,New,Male,37,19,David,Main Course,Chicken Biryani,3,14.99,44.97,3.74,8.25,49.48,Google Pay,Dine-in,5,13.93
ORD00554,14-09-2025,02:38:11,September,Sunday,CUST5016,Returning,Female,20,1,Emily,Main Course,Butter Chicken,3,15.99,47.97,3.89,8.82,52.9,Online,Takeaway,5,12.13
ORD00555,27-03-2025,13:13:13,March,Thursday,CUST7228,Returning,Male,55,17,Michael,Starters,Spring Rolls,4,6.99,27.96,1.15,5.36,32.17,Cash,Dine-in,5,7.71
ORD00556,01-10-2025,21:13:27,October,Wednesday,CUST3288,Returning,Female,31,20,Olivia,Starters,Chicken Wings,1,8.99,8.99,0.53,1.69,10.15,Apple Pay,Delivery,4,2.27
ORD00557,29-12-2025,15:16:55,December,Monday,CUST4450,Returning,Female,19,5,James,Drinks,Tea,2,2.49,4.98,0.49,0.9,5.39,Online,Takeaway,3,1.34
ORD00558,05-01-2025,23:14:38,January,Sunday,CUST7435,New,Male,52,1,Emily,Main Course,Pasta,5,13.49,67.45,9.06,11.68,70.07,Cash,Takeaway,4,20.76
ORD00559,04-11-2025,13:19:12,November,Tuesday,CUST1138,New,Female,41,7,Emily,Desserts,Brownie,2,5.99,11.98,1.51,2.09,12.56,Cash,Dine-in,5,3.89
ORD00560,11-01-2025,09:30:18,January,Saturday,CUST5967,New,Male,49,12,James,Desserts,Cheesecake,3,6.99,20.97,0.6,4.07,24.44,Apple Pay,Takeaway,5,7.59
ORD00561,28-12-2025,08:04:43,December,Sunday,CUST2817,Returning,Female,28,18,Emma,Main Course,Chicken Biryani,2,14.99,29.98,4.43,5.11,30.66,Online,Delivery,5,8.83
ORD00562,05-11-2025,15:35:17,November,Wednesday,CUST5253,New,Female,30,1,Michael,Main Course,Veg Biryani,5,12.99,64.95,1.25,12.74,76.44,Online,Takeaway,3,16.55
ORD00563,07-08-2025,02:38:22,August,Thursday,CUST2994,Returning,Female,41,17,James,Starters,Chicken Wings,4,8.99,35.96,4.55,6.28,37.69,Card,Dine-in,4,9.77
ORD00564,04-08-2025,22:20:15,August,Monday,CUST1415,New,Female,22,8,Emma,Drinks,Tea,1,2.49,2.49,0.15,0.47,2.81,Card,Takeaway,4,0.7
ORD00565,02-02-2025,23:46:14,February,Sunday,CUST6477,Returning,Male,24,16,Emma,Starters,Spring Rolls,4,6.99,27.96,1.81,5.23,31.38,Apple Pay,Dine-in,4,6.63
ORD00566,24-09-2025,04:25:45,September,Wednesday,CUST8314,New,Male,21,2,David,Main Course,Veg Biryani,5,12.99,64.95,6.04,11.78,70.69,Apple Pay,Delivery,3,21.48
ORD00567,07-03-2025,22:53:09,March,Friday,CUST2077,New,Male,53,2,Michael,Starters,Soup,1,5.99,5.99,0.27,1.14,6.86,Google Pay,Takeaway,3,1.97
ORD00568,13-11-2025,08:13:06,November,Thursday,CUST8428,Returning,Female,45,20,Sophia,Drinks,Coffee,5,3.99,19.95,2.36,3.52,21.11,Apple Pay,Delivery,5,6.04
ORD00569,14-01-2025,03:04:59,January,Tuesday,CUST2106,New,Male,58,17,Michael,Drinks,Tea,5,2.49,12.45,0.36,2.42,14.51,Apple Pay,Takeaway,4,3.21
ORD00570,14-11-2025,14:45:47,November,Friday,CUST3091,Returning,Female,50,12,Michael,Drinks,Coffee,2,3.99,7.98,0.16,1.56,9.38,Online,Delivery,3,2.01
ORD00571,17-03-2025,21:26:34,March,Monday,CUST1132,New,Male,33,17,James,Drinks,Tea,5,2.49,12.45,0.64,2.36,14.17,Google Pay,Takeaway,3,3.61
ORD00572,13-04-2025,04:27:09,April,Sunday,CUST8657,Returning,Female,57,10,David,Main Course,Veg Biryani,3,12.99,38.97,1.11,7.57,45.43,Apple Pay,Dine-in,3,12.17
ORD00573,21-08-2025,13:20:55,August,Thursday,CUST4772,Returning,Male,33,16,Olivia,Starters,Soup,2,5.99,11.98,1.65,2.07,12.4,Google Pay,Dine-in,4,3.57
ORD00574,05-04-2025,00:23:22,April,Saturday,CUST2887,New,Female,46,7,Olivia,Starters,Chicken Wings,1,8.99,8.99,0.1,1.78,10.67,Cash,Dine-in,3,2.26
ORD00575,12-04-2025,00:24:58,April,Saturday,CUST6567,New,Male,30,1,Daniel,Desserts,Ice Cream,2,4.99,9.98,1.33,1.73,10.38,Apple Pay,Dine-in,3,3.1
ORD00576,13-12-2025,10:40:02,December,Saturday,CUST8474,New,Female,41,6,David,Main Course,Pasta,1,13.49,13.49,0.68,2.56,15.37,Cash,Dine-in,3,3.61
ORD00577,08-03-2025,13:30:08,March,Saturday,CUST8037,New,Male,57,19,Emma,Main Course,Paneer Butter Masala,5,13.99,69.95,3.97,13.2,79.18,Online,Takeaway,3,20.2
ORD00578,17-06-2025,05:18:08,June,Tuesday,CUST9011,New,Male,48,20,Sophia,Main Course,Chicken Biryani,3,14.99,44.97,5.89,7.82,46.9,Card,Delivery,4,14.76
ORD00579,27-11-2025,22:25:30,November,Thursday,CUST7125,Returning,Female,48,9,David,Desserts,Brownie,5,5.99,29.95,2.09,5.57,33.43,Online,Delivery,3,8.31
ORD00580,17-04-2025,22:13:59,April,Thursday,CUST6013,Returning,Female,54,6,Olivia,Main Course,Paneer Butter Masala,4,13.99,55.96,7.25,9.74,58.45,Apple Pay,Delivery,3,15.07
ORD00581,10-03-2025,05:50:27,March,Monday,CUST1674,Returning,Female,45,15,Emily,Starters,Chicken Wings,4,8.99,35.96,2.8,6.63,39.79,Google Pay,Takeaway,4,9.43
